EmbeddingDimension,RepitionIndex,TrainingFraction,TrainACC,TrainAUC,TestACC,TestAUC,Label
16,1,0.25,0.990400850772858,0.999359369277954,0.756198346614838,0.841882407665253,FrozenEmbedding
16,1,0.5,0.998082160949707,0.999798893928528,0.785123944282532,0.846834182739258,FrozenEmbedding
16,1,1,0.809534430503845,0.884694039821625,0.822314023971558,0.902431488037109,FrozenEmbedding
16,1,0.75,0.796292841434479,0.874797165393829,0.797520637512207,0.911413073539734,FrozenEmbedding
16,2,1,0.988512933254242,0.999115169048309,0.822314023971558,0.875657379627228,FrozenEmbedding
16,2,0.25,0.999185144901275,0.999998390674591,0.756198346614838,0.838774681091309,FrozenEmbedding
16,2,0.75,0.992845416069031,0.99924498796463,0.785123944282532,0.840038180351257,FrozenEmbedding
16,2,0.5,0.997505843639374,0.999699175357819,0.801652908325195,0.861792206764221,FrozenEmbedding
16,5,0.5,0.963770031929016,0.992763459682465,0.797520637512207,0.866129338741303,FrozenEmbedding
16,5,0.25,0.920126378536224,0.975640773773193,0.78925621509552,0.81585955619812,FrozenEmbedding
16,5,1,0.856218039989471,0.927133440971374,0.809917330741882,0.881189823150635,FrozenEmbedding
16,5,0.75,0.848779737949371,0.921895503997803,0.760330557823181,0.829519927501678,FrozenEmbedding
1,4,0.5,0.987827301025391,0.999001801013946,0.814049601554871,0.856669664382935,FrozenEmbedding
1,4,0.25,0.999224901199341,0.99997740983963,0.685950398445129,0.72822892665863,FrozenEmbedding
1,4,1,0.995250165462494,0.999598979949951,0.752066135406494,0.804760634899139,FrozenEmbedding
1,4,0.75,0.629478216171265,0.694929718971252,0.735537171363831,0.80882453918457,FrozenEmbedding
1,3,1,0.98638641834259,0.998929619789124,0.731404960155487,0.785294771194458,FrozenEmbedding
1,3,0.25,0.862352669239044,0.93902176618576,0.665289282798767,0.706440806388855,FrozenEmbedding
1,3,0.75,0.994322717189789,0.999531328678131,0.760330557823181,0.79772561788559,FrozenEmbedding
1,3,0.5,0.990331411361694,0.999082088470459,0.731404960155487,0.786694943904877,FrozenEmbedding
1,2,0.75,0.936522841453552,0.98480635881424,0.760330557823181,0.818318426609039,FrozenEmbedding
1,2,1,0.956466436386108,0.992102026939392,0.768595039844513,0.846663415431976,FrozenEmbedding
1,2,0.25,0.994057655334473,0.999656081199646,0.690082669258118,0.738235175609589,FrozenEmbedding
1,2,0.5,0.997923195362091,0.999867141246796,0.698347091674805,0.77726936340332,FrozenEmbedding
1,5,0.75,0.751265287399292,0.839411735534668,0.723140478134155,0.814186155796051,FrozenEmbedding
1,5,0.5,0.994256496429443,0.999459564685822,0.768595039844513,0.847380697727203,FrozenEmbedding
1,5,0.25,0.9991255402565,0.999941289424896,0.698347091674805,0.744143128395081,FrozenEmbedding
1,5,1,0.986306965351105,0.998871743679047,0.747933864593506,0.836793899536133,FrozenEmbedding
1,1,1,0.957291185855866,0.992484152317047,0.772727251052856,0.850488364696503,FrozenEmbedding
1,1,0.25,0.999264657497406,0.999999403953552,0.752066135406494,0.773137092590332,FrozenEmbedding
1,1,0.75,0.995813250541687,0.99950897693634,0.739669442176819,0.769209742546081,FrozenEmbedding
1,1,0.5,0.998310744762421,0.999867677688599,0.719008266925812,0.773478627204895,FrozenEmbedding
4,5,1,0.838242173194885,0.912040710449219,0.776859521865845,0.835393846035004,FrozenEmbedding
4,5,0.25,0.99640280008316,0.999770164489746,0.731404960155487,0.788948893547058,FrozenEmbedding
4,5,0.75,0.753961503505707,0.837982356548309,0.805785119533539,0.86319237947464,FrozenEmbedding
4,5,0.5,0.996243834495544,0.99942010641098,0.780991733074188,0.843999743461609,FrozenEmbedding
4,2,0.5,0.951945126056671,0.990379989147186,0.78925621509552,0.87401819229126,FrozenEmbedding
4,2,0.75,0.705409646034241,0.787506818771362,0.780991733074188,0.835052311420441,FrozenEmbedding
4,2,1,0.928494036197662,0.980340957641602,0.797520637512207,0.882214307785034,FrozenEmbedding
4,2,0.25,0.992090165615082,0.999588072299957,0.764462828636169,0.811488330364227,FrozenEmbedding
4,1,0.5,0.997068643569946,0.999448776245117,0.780991733074188,0.843760669231415,FrozenEmbedding
4,1,0.25,0.994494915008545,0.99969607591629,0.731404960155487,0.831842064857483,FrozenEmbedding
4,1,1,0.912535429000854,0.971682608127594,0.814049601554871,0.870022475719452,FrozenEmbedding
4,1,0.75,0.99089777469635,0.999344944953918,0.752066135406494,0.819547772407532,FrozenEmbedding
4,3,0.5,0.998121917247772,0.999826192855835,0.760330557823181,0.819957733154297,FrozenEmbedding
4,3,0.25,0.999244809150696,0.999999344348908,0.743801653385162,0.82525098323822,FrozenEmbedding
4,3,1,0.993983209133148,0.999509632587433,0.838842988014221,0.913872063159943,FrozenEmbedding
4,3,0.75,0.82393741607666,0.900309920310974,0.818181812763214,0.890308022499085,FrozenEmbedding
4,4,0.5,0.699677050113678,0.782223880290985,0.772727251052856,0.858069837093353,FrozenEmbedding
4,4,0.75,0.994965314865112,0.999664306640625,0.814049601554871,0.863431513309479,FrozenEmbedding
4,4,1,0.918030500411987,0.975024998188019,0.793388426303864,0.879004240036011,FrozenEmbedding
4,4,0.25,0.999264657497406,0.999999403953552,0.694214880466461,0.754524886608124,FrozenEmbedding
32,4,1,0.994499921798706,0.999512791633606,0.842975199222565,0.893791317939758,FrozenEmbedding
32,4,0.75,0.839425802230835,0.913939118385315,0.826446294784546,0.893176734447479,FrozenEmbedding
32,4,0.5,0.992716252803802,0.999377012252808,0.785123944282532,0.840345621109009,FrozenEmbedding
32,4,0.25,0.995548248291016,0.999709725379944,0.818181812763214,0.872105717658997,FrozenEmbedding
32,3,0.25,0.996939420700073,0.9998499751091,0.780991733074188,0.848917424678803,FrozenEmbedding
32,3,1,0.88845831155777,0.95445054769516,0.834710717201233,0.879209101200104,FrozenEmbedding
32,3,0.75,0.837676882743835,0.91159725189209,0.838842988014221,0.878082156181335,FrozenEmbedding
32,3,0.5,0.824832320213318,0.901871383190155,0.797520637512207,0.883273065090179,FrozenEmbedding
32,1,0.5,0.881512403488159,0.950708448886871,0.826446294784546,0.877433359622955,FrozenEmbedding
32,1,0.75,0.993408501148224,0.999392569065094,0.797520637512207,0.856464743614197,FrozenEmbedding
32,1,0.25,0.992030501365662,0.999357998371124,0.776859521865845,0.829349160194397,FrozenEmbedding
32,1,1,0.835723161697388,0.907415807247162,0.822314023971558,0.89959704875946,FrozenEmbedding
32,2,0.5,0.971183001995087,0.995761454105377,0.78925621509552,0.880165278911591,FrozenEmbedding
32,2,0.25,0.994117319583893,0.999655842781067,0.760330557823181,0.837306141853333,FrozenEmbedding
32,2,1,0.859278559684753,0.927987635135651,0.847107410430908,0.899323880672455,FrozenEmbedding
32,2,0.75,0.891912639141083,0.95747983455658,0.793388426303864,0.868314981460571,FrozenEmbedding
32,5,0.5,0.995170652866364,0.999339580535889,0.78925621509552,0.874564468860626,FrozenEmbedding
32,5,0.25,0.993998050689697,0.999706268310547,0.805785119533539,0.867085516452789,FrozenEmbedding
32,5,1,0.99467384815216,0.999545276165008,0.838842988014221,0.889249444007874,FrozenEmbedding
32,5,0.75,0.934846818447113,0.983661890029907,0.814049601554871,0.878901779651642,FrozenEmbedding
20,2,0.5,0.990321457386017,0.998439311981201,0.809917330741882,0.85564523935318,OneHot
20,2,0.25,0.866585850715637,0.94067645072937,0.78925621509552,0.872139871120453,OneHot
20,2,0.75,0.88781863451004,0.953217267990112,0.826446294784546,0.888907849788666,OneHot
20,2,1,0.863357663154602,0.931849598884582,0.838842988014221,0.886209905147553,OneHot
20,5,1,0.994206786155701,0.999457061290741,0.830578505992889,0.869476199150085,OneHot
20,5,0.25,0.931931555271149,0.981358230113983,0.785123944282532,0.833822846412659,OneHot
20,5,0.5,0.921667397022247,0.976040959358215,0.818181812763214,0.887405335903168,OneHot
20,5,0.75,0.994746685028076,0.999493420124054,0.822314023971558,0.848883211612701,OneHot
20,1,0.5,0.988662004470825,0.998504161834717,0.830578505992889,0.875418424606323,OneHot
20,1,0.75,0.958006501197815,0.992494344711304,0.797520637512207,0.873437583446503,OneHot
20,1,0.25,0.996899664402008,0.999897301197052,0.747933864593506,0.808858692646027,OneHot
20,1,1,0.930864036083221,0.980998814105988,0.797520637512207,0.835223019123077,OneHot
20,4,0.5,0.996919572353363,0.999706268310547,0.805785119533539,0.845809757709503,OneHot
20,4,0.25,0.967804133892059,0.994903028011322,0.764462828636169,0.836828112602234,OneHot
20,4,0.75,0.970884799957275,0.996117353439331,0.814049601554871,0.87480354309082,OneHot
20,4,1,0.993178308010101,0.999317169189453,0.797520637512207,0.868451476097107,OneHot
20,3,0.75,0.824997365474701,0.89818674325943,0.822314023971558,0.878491878509522,OneHot
20,3,0.5,0.998191475868225,0.999947428703308,0.805785119533539,0.861382365226746,OneHot
20,3,0.25,0.977244257926941,0.996808350086212,0.818181812763214,0.855679214000702,OneHot
20,3,1,0.992567181587219,0.999358236789703,0.809917330741882,0.873266935348511,OneHot
8,4,1,0.811278402805328,0.888086199760437,0.809917330741882,0.866300165653229,VHSE8
8,4,0.25,0.993123590946198,0.999613463878632,0.805785119533539,0.8644899725914,VHSE8
8,4,0.5,0.986187696456909,0.997869074344635,0.78925621509552,0.865480482578278,VHSE8
8,4,0.75,0.918073296546936,0.974780201911926,0.814049601554871,0.895020842552185,VHSE8
8,3,0.25,0.997217655181885,0.999899685382843,0.780991733074188,0.850078582763672,VHSE8
8,3,0.5,0.992000818252564,0.999296426773071,0.78925621509552,0.862782597541809,VHSE8
8,3,0.75,0.823520064353943,0.903299152851105,0.842975199222565,0.900279939174652,VHSE8
8,3,1,0.717533648014069,0.800550699234009,0.805785119533539,0.854791402816772,VHSE8
8,2,0.75,0.995568156242371,0.999609649181366,0.801652908325195,0.863738834857941,VHSE8
8,2,0.5,0.996353149414062,0.999619364738464,0.842975199222565,0.899528741836548,VHSE8
8,2,0.25,0.861637234687805,0.93804669380188,0.776859521865845,0.845297336578369,VHSE8
8,2,1,0.979028165340424,0.997770071029663,0.814049601554871,0.884638965129852,VHSE8
8,5,0.75,0.995336294174194,0.999690055847168,0.847107410430908,0.918379843235016,VHSE8
8,5,0.5,0.901445806026459,0.965719103813171,0.776859521865845,0.827948868274689,VHSE8
8,5,0.25,0.998092114925384,0.999922394752502,0.793388426303864,0.881429016590118,VHSE8
8,5,1,0.816753625869751,0.895596504211426,0.805785119533539,0.864831686019897,VHSE8
8,1,0.25,0.982371747493744,0.998259663581848,0.743801653385162,0.828324615955353,VHSE8
8,1,1,0.949853420257568,0.989858627319336,0.809917330741882,0.879994571208954,VHSE8
8,1,0.5,0.956188201904297,0.991395473480225,0.801652908325195,0.841643333435059,VHSE8
8,1,0.75,0.989181995391846,0.999183297157288,0.814049601554871,0.875110983848572,VHSE8
20,4,0.75,0.981888294219971,0.998297095298767,0.830578505992889,0.895054936408997,BLOSUM
20,4,1,0.933392941951752,0.982436060905456,0.809917330741882,0.872754693031311,BLOSUM
20,4,0.5,0.998261034488678,0.999790847301483,0.814049601554871,0.873608350753784,BLOSUM
